,DA,N,NFE,NP,PA,PR,coding,crossover,crowding_factor,crowding_selection,dimensions,distance_measure,function_name,method,mutation,p_c,p_m,run_number,run_time,subpopulation_size
114,0.008199085556656799,500.0,1708.0,11.0,0.014379421168607354,2.2,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.2,0.1,2.0,13.399275064468384,5.0
115,0.0045059364352444675,500.0,1680.0,9.0,0.00712251249875806,1.8,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.2,0.1,3.0,13.105439901351929,5.0
116,0.007203480003768664,500.0,1576.0,6.0,0.01327739642462955,1.2,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.2,0.1,4.0,12.428536415100098,5.0
117,0.008206722401768646,500.0,1498.0,10.0,0.01439352313354858,2.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.2,0.1,5.0,11.730538129806519,5.0
118,0.008206722401768646,500.0,1538.0,11.0,0.01439352313354858,2.2,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.2,0.1,6.0,12.141164541244507,5.0
119,0.006716152311215889,500.0,1734.0,12.0,0.01137742312196266,2.4,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.2,0.1,7.0,13.553524017333984,5.0
120,0.00801262181319326,500.0,1638.0,8.0,0.014249197788818946,1.6,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.2,0.1,8.0,13.184943437576294,5.0
121,0.007077963934034676,500.0,1532.0,10.0,0.013571325522171107,2.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb1,most_similar_among_worst,1-point,0.2,0.1,9.0,12.079251050949097,5.0
122,1.333232533860322,500.0,2552.0,6.0,1.3226701518943536,6.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.2,0.1,0.0,20.122013807296753,5.0
123,1.335710889156037,500.0,2314.0,4.0,1.318238430711491,4.0,bin,1,3.0,75.0,1.0,euclidean,TestFunctions.Deb4,most_similar_among_worst,1-point,0.2,0.1,1.0,18.2784686088562,5.0
